Função afim é caracterizada por?;possuir a forma ax+b,ter expoente maior que 2,ser periódica,ter apenas valores positivos;0;
Uma função quadrática possui gráfico em forma de?;parábola,reta,circunferência,hipérbole;0;
O discriminante de uma equação quadrática indica?;a quantidade de raízes reais,o coeficiente angular,o valor máximo da função,o domínio da função;0;
Uma progressão aritmética possui?;diferença constante,razão constante,produto constante,expoente constante;0;
Uma progressão geométrica possui?;razão constante,soma constante,diferença constante,incremento linear;0;
O coeficiente angular de uma reta representa?;a inclinação da reta,o ponto médio,o intercepto no eixo y,o comprimento da reta;0;
Uma função crescente satisfaz?;valores maiores de x produzem valores maiores de y,o gráfico é sempre positivo,o domínio é limitado,o gráfico cruza a origem;0;
O domínio de uma função representa?;os valores permitidos para a entrada,os valores possíveis de saída,o ponto máximo da função,o coeficiente da função;0;
O contradomínio de uma função representa?;o conjunto de valores possíveis de saída,o conjunto de entradas,o ponto de interseção com o eixo,o coeficiente angular;0;
Uma inequação representa?;uma desigualdade matemática,uma igualdade vetorial,uma operação impossível,uma sequência numérica;0;
O seno e o cosseno são funções?;trigonométricas,quadráticas,logarítmicas,exponenciais;0;
Uma matriz identidade possui?;1 na diagonal principal e 0 nos demais elementos,todos os elementos iguais a 1,apenas zeros,determinante sempre zero;0;
O determinante de uma matriz pode indicar?;se a matriz é invertível,se a matriz é simétrica,se a matriz é diagonal,se a matriz é triangular;0;
Uma probabilidade sempre assume valores entre?;0 e 1,-1 e 1,0 e 100,−∞ e +∞;0;
Um evento impossível possui probabilidade?;0,1,0,5,−1;0;
Uma equação do primeiro grau possui?;maior expoente igual a 1,duas variáveis obrigatórias,expoente negativo,produto constante;0;
Uma equação do segundo grau possui?;maior expoente igual a 2,apenas uma solução,gráfico linear,coeficiente angular;0;
O vértice de uma parábola representa?;um ponto de máximo ou mínimo,o ponto onde y=0,o domínio da função,a inclinação da reta;0;
Uma função exponencial é caracterizada por?;a variável aparecer no expoente,o gráfico ser uma reta,possuir apenas raízes negativas,ter domínio finito;0;
Uma função logarítmica é a inversa de uma função?;exponencial,quadrática,modular,trigonométrica;0;
O módulo de um número representa?;sua distância até zero,seu oposto,o maior divisor comum,seu quadrado;0;
Um triângulo equilátero possui?;todos os lados iguais,apenas dois lados iguais,um ângulo reto,dois ângulos obtusos;0;
Um triângulo retângulo possui?;um ângulo de 90 graus,três lados iguais,apenas ângulos agudos,dois ângulos retos;0;
O teorema de Pitágoras relaciona?;os lados de um triângulo retângulo,áreas de círculos,volumes de prismas,ângulos suplementares;0;
Ângulos complementares possuem soma igual a?;90 graus,180 graus,360 graus,45 graus;0;
Ângulos suplementares possuem soma igual a?;180 graus,90 graus,360 graus,270 graus;0;
Uma circunferência é definida como?;o conjunto de pontos equidistantes do centro,uma região interna limitada,um polígono regular,uma reta curva;0;
A mediana de um triângulo liga?;um vértice ao ponto médio do lado oposto,dois vértices quaisquer,os pontos médios de dois lados,um vértice ao incentro;0;
A média aritmética é obtida por?;soma dos valores dividida pela quantidade,multiplicação dos valores,soma do maior com o menor,produto dividido pela quantidade;0;
Uma função constante possui gráfico?;horizontal,vertical,parabólico,circular;0;
Uma função decrescente satisfaz?;valores maiores de x produzem valores menores de y,o gráfico é sempre negativo,o domínio é infinito,o gráfico passa pela origem;0;
Uma raiz de uma função é?;o valor de x que torna a função igual a zero,o maior valor da função,o coeficiente angular,o ponto médio do gráfico;0;
O eixo de simetria de uma parábola passa?;pelo vértice da parábola,pela origem obrigatoriamente,pelos zeros da função,pelo eixo x apenas;0;
Uma função do segundo grau pode possuir?;duas raízes reais,apenas uma variável,domínio vazio,gráfico linear;0;
A soma dos ângulos internos de um triângulo é?;180 graus,90 graus,360 graus,270 graus;0;
Um polígono regular possui?;lados e ângulos iguais,apenas lados iguais,apenas ângulos iguais,um número infinito de lados;0;
Um losango é caracterizado por?;quatro lados iguais,quatro ângulos retos,apenas dois lados iguais,diagonais iguais obrigatoriamente;0;
Um retângulo possui?;quatro ângulos retos,todos os lados iguais,apenas dois vértices,três diagonais;0;
O raio de uma circunferência é?;a distância do centro até a borda,o diâmetro dividido por 4,a maior corda,o perímetro dividido por 2;0;
O diâmetro de uma circunferência é?;duas vezes o raio,a metade do raio,o comprimento da borda,o valor de π;0;
A área mede?;a superfície ocupada por uma figura,o comprimento da borda,a distância entre pontos,o volume de um sólido;0;
O perímetro representa?;o comprimento do contorno de uma figura,a região interna da figura,o volume ocupado,a inclinação do gráfico;0;
Uma reta paralela possui?;mesma inclinação que outra reta,o mesmo ponto médio,coeficiente linear zero,ângulo de 90 graus com outra reta;0;
Retas perpendiculares formam ângulos de?;90 graus,45 graus,180 graus,360 graus;0;
A porcentagem representa?;uma razão sobre 100,uma potência de 10,uma função linear,uma sequência numérica;0;
Uma fração representa?;uma divisão entre quantidades,uma potência negativa,uma equação sem solução,um número irracional obrigatoriamente;0;
Números primos possuem?;exatamente dois divisores positivos,apenas divisores pares,mais de dez divisores,apenas um divisor;0;
O máximo divisor comum é usado para?;determinar divisores comuns entre números,calcular potências,resolver inequações,encontrar raízes quadradas;0;
O mínimo múltiplo comum representa?;o menor múltiplo compartilhado entre números,o maior divisor entre números,a soma dos números,o produto dos divisores;0;
Uma potência representa?;multiplicações repetidas,multiplicações por zero,somas sucessivas apenas,divisões sucessivas;0;
A raiz quadrada de um número representa?;um valor que multiplicado por si mesmo gera o número,o dobro do número,a metade do número,o sucessor do número;0;
Uma razão compara?;duas quantidades,duas equações,duas funções quadráticas,dois polígonos;0;
Uma proporção ocorre quando?;duas razões são iguais,dois números são primos,duas equações não possuem solução,dois ângulos são retos;0;
Grandezas diretamente proporcionais variam?;na mesma direção,em direções opostas,de forma constante,de forma aleatória;0;
Grandezas inversamente proporcionais variam?;em direções opostas,na mesma direção,com soma constante,com produto nulo;0;
Um número irracional possui?;representação decimal infinita não periódica,apenas dois divisores,representação decimal finita,valor inteiro obrigatório;0;
O conjunto dos números inteiros inclui?;números negativos,apenas números positivos,apenas números naturais,apenas frações;0;
Uma inequação do primeiro grau pode possuir?;um intervalo de soluções,apenas uma solução,numa solução inteira obrigatória,apenas soluções negativas;0;
O plano cartesiano é formado por?;dois eixos perpendiculares,duas parábolas paralelas,três retas concorrentes,um círculo e uma reta;0;
O ponto de origem no plano cartesiano é?;(0,0),(1,1),(0,1),(1,0);0;
Uma função modular é caracterizada por?;utilizar valor absoluto,possuir apenas valores negativos,ter domínio vazio,ser periódica obrigatoriamente;0;
Uma sequência numérica é?;uma lista ordenada de números,uma equação sem solução,um conjunto sem ordem,uma matriz quadrada;0;
Uma sequência crescente possui?;cada termo maior ou igual ao anterior,termos alternados,termos negativos apenas,soma constante;0;
Uma sequência decrescente possui?;cada termo menor ou igual ao anterior,valores sempre positivos,termos constantes apenas,produto fixo;0;
A diagonal principal de uma matriz é formada por?;elementos com mesmo índice de linha e coluna,os maiores elementos da matriz,os elementos da primeira linha,os elementos da última coluna;0;
Uma matriz quadrada possui?;mesmo número de linhas e colunas,mais linhas que colunas,apenas números inteiros,determinante nulo;0;
O determinante de uma matriz 2×2 pode indicar?;se a matriz é invertível,o número de linhas,o traço da matriz,o grau da função;0;
Uma matriz singular possui?;determinante igual a zero,todos os elementos iguais a zero,diagonal principal nula,determinante igual a um;0;
Uma função periódica satisfaz?;repete seus valores em intervalos regulares,possui domínio finito,é sempre crescente,possui apenas uma raiz;0;
O período de uma função representa?;o intervalo necessário para repetição dos valores,o ponto máximo do gráfico,o número de raízes,o domínio da função;0;
O gráfico de uma função afim é?;uma reta,uma parábola,uma circunferência,uma hipérbole;0;
Uma função quadrática pode apresentar?;ponto de máximo ou mínimo,apenas crescimento,ponto de descontinuidade obrigatório,gráfico linear;0;
Uma função exponencial crescente ocorre quando?;a base é maior que 1,o expoente é negativo,a base é igual a zero,o domínio é limitado;0;
Um logaritmo representa?;o expoente necessário para obter um valor,a raiz quadrada de um número,o inverso multiplicativo,o coeficiente angular;0;
A amplitude de um conjunto de dados é?;a diferença entre o maior e o menor valor,a média dos valores,o valor mais frequente,a soma total dos dados;0;
Uma média ponderada considera?;pesos diferentes para os valores,apenas o maior valor,a soma simples dos termos,valores aleatórios;0;
A mediana de um conjunto representa?;o valor central dos dados ordenados,o valor mais frequente,a soma dos valores,o maior valor do conjunto;0;
A moda de um conjunto de dados é?;o valor que mais se repete,o valor central,o maior valor possível,a média dos dados;0;
Uma probabilidade próxima de 1 indica?;evento muito provável,evento impossível,erro de cálculo,evento negativo;0;
Uma árvore de possibilidades é usada para?;organizar resultados possíveis,resolver derivadas,encontrar raízes quadradas,calcular áreas;0;
A análise combinatória estuda?;formas de contar possibilidades,funções trigonométricas,equações diferenciais,matrizes inversas;0;
Uma permutação considera?;troca de ordem dos elementos,valores fixos obrigatórios,apenas números pares,divisão de conjuntos;0;
Uma combinação simples difere da permutação porque?;a ordem não importa,a ordem sempre dobra,o resultado é negativo,não utiliza contagem;0;
Um gráfico de barras é mais indicado para?;comparar categorias,representar funções quadráticas,mostrar continuidade,analisar derivadas;0;
Um gráfico de setores representa?;partes proporcionais de um todo,apenas crescimento linear,valores negativos obrigatórios,funções periódicas;0;
A frequência absoluta representa?;quantas vezes um valor aparece,a média dos dados,o valor máximo,o intervalo entre dados;0;
A frequência relativa representa?;a proporção de ocorrência de um valor,o número total de dados,o maior valor observado,o produto das frequências;0;
Uma função definida por partes possui?;regras diferentes em intervalos distintos,apenas uma expressão algébrica,domínio vazio,valores constantes obrigatórios;0;
Uma função injetora associa?;elementos distintos do domínio a imagens distintas,todos os elementos à mesma imagem,apenas números inteiros,valores negativos apenas;0;
Uma função bijetora é?;simultaneamente injetora e sobrejetora,apenas crescente,sempre linear,sempre periódica;0;
O gráfico apresentado representa qual tipo de função?;função quadrática,função exponencial,função constante,função modular;0;Imagem\Imagem_ENSINO_MÉDIO_90.png
A reta mostrada na imagem possui qual característica?;coeficiente angular positivo,coeficiente angular nulo,coeficiente angular negativo,ausência de intercepto;0;Imagem\Imagem_ENSINO_MÉDIO_91.png
O histograma apresentado sugere qual comportamento dos dados?;distribuição assimétrica à direita,distribuição uniforme,ausência de variabilidade,função periódica;0;Imagem\Imagem_ENSINO_MÉDIO_92.jpg
A figura geométrica exibida possui qual propriedade?;todos os lados iguais,apenas dois lados iguais,ângulo reto obrigatório,diagonais perpendiculares obrigatórias;0;Imagem\Imagem_ENSINO_MÉDIO_93.png
O gráfico da função mostrado indica?;crescimento exponencial,decrescimento linear,função constante,periodicidade trigonométrica;0;Imagem\Imagem_ENSINO_MÉDIO_94.png
A circunferência ilustrada apresenta?;raio e diâmetro,apenas cordas paralelas,apenas tangentes,ausência de centro;0;Imagem\Imagem_ENSINO_MÉDIO_95.png
O triângulo mostrado pode ser classificado como?;retângulo,equilátero,isósceles obtusângulo,acutângulo regular;0;Imagem\Imagem_ENSINO_MÉDIO_96.png
O gráfico apresentado demonstra qual comportamento?;função periódica,função constante,função afim,função sem domínio;0;Imagem\Imagem_ENSINO_MÉDIO_97.png
A tabela exibida sugere qual relação entre as variáveis?;proporcionalidade direta,proporcionalidade inversa,ausência de padrão,relação periódica;0;Imagem\Imagem_ENSINO_MÉDIO_98.png
A figura espacial apresentada representa?;um cilindro,uma esfera,um cone,um prisma triangular;0;Imagem\Imagem_ENSINO_MÉDIO_99.png
